BeetleFly,dtw,LinearSVC,0.825
BeetleFly,fdtw,LinearSVC,0.675
BeetleFly,itakura,LinearSVC,0.825
BeetleFly,sakoe_chiba,LinearSVC,0.8
BeetleFly,dtw,KNeighborsClassifier,0.875
BeetleFly,fdtw,KNeighborsClassifier,0.8
BeetleFly,itakura,KNeighborsClassifier,0.875
BeetleFly,sakoe_chiba,KNeighborsClassifier,0.9
BirdChicken,dtw,LinearSVC,0.9
BirdChicken,fdtw,LinearSVC,0.825
BirdChicken,itakura,LinearSVC,0.925
BirdChicken,sakoe_chiba,LinearSVC,0.975
BirdChicken,dtw,KNeighborsClassifier,0.925
BirdChicken,fdtw,KNeighborsClassifier,0.975
BirdChicken,itakura,KNeighborsClassifier,0.925
BirdChicken,sakoe_chiba,KNeighborsClassifier,0.95
Coffee,dtw,LinearSVC,1
Coffee,fdtw,LinearSVC,1
Coffee,itakura,LinearSVC,1
Coffee,sakoe_chiba,LinearSVC,1
Coffee,dtw,KNeighborsClassifier,1
Coffee,fdtw,KNeighborsClassifier,1
Coffee,itakura,KNeighborsClassifier,1
Coffee,sakoe_chiba,KNeighborsClassifier,1
Beef,dtw,LinearSVC,0.56667
Beef,fdtw,LinearSVC,0.55
Beef,itakura,LinearSVC,0.56667
Beef,sakoe_chiba,LinearSVC,0.55
Beef,dtw,KNeighborsClassifier,0.55
Beef,fdtw,KNeighborsClassifier,0.5
Beef,itakura,KNeighborsClassifier,0.55
Beef,sakoe_chiba,KNeighborsClassifier,0.55
OliveOil,dtw,LinearSVC,0.8
OliveOil,fdtw,LinearSVC,0.91667
OliveOil,itakura,LinearSVC,0.8
OliveOil,sakoe_chiba,LinearSVC,0.8
OliveOil,dtw,KNeighborsClassifier,0.86667
OliveOil,fdtw,KNeighborsClassifier,0.86667
OliveOil,itakura,KNeighborsClassifier,0.86667
OliveOil,sakoe_chiba,KNeighborsClassifier,0.86667
Wine,dtw,LinearSVC,0.68419
Wine,fdtw,LinearSVC,0.96364
Wine,itakura,LinearSVC,0.67549
Wine,sakoe_chiba,LinearSVC,0.68419
Wine,dtw,KNeighborsClassifier,0.94664
Wine,fdtw,KNeighborsClassifier,0.96482
Wine,itakura,KNeighborsClassifier,0.94664
Wine,sakoe_chiba,KNeighborsClassifier,0.94664
FaceFour,dtw,LinearSVC,0.95573
FaceFour,fdtw,LinearSVC,0.93755
FaceFour,itakura,LinearSVC,0.96443
FaceFour,sakoe_chiba,LinearSVC,0.95573
FaceFour,dtw,KNeighborsClassifier,0.91107
FaceFour,fdtw,KNeighborsClassifier,0.93794
FaceFour,itakura,KNeighborsClassifier,0.90198
FaceFour,sakoe_chiba,KNeighborsClassifier,0.91107
Car,dtw,LinearSVC,0.68333
Car,fdtw,LinearSVC,0.68333
Car,itakura,LinearSVC,0.65833
Car,sakoe_chiba,LinearSVC,0.65
Car,dtw,KNeighborsClassifier,0.675
Car,fdtw,KNeighborsClassifier,0.7
Car,itakura,KNeighborsClassifier,0.66667
Car,sakoe_chiba,KNeighborsClassifier,0.7
Meat,dtw,LinearSVC,0.975
Meat,fdtw,LinearSVC,0.975
Meat,itakura,LinearSVC,0.975
Meat,sakoe_chiba,LinearSVC,0.975
Meat,dtw,KNeighborsClassifier,0.96667
Meat,fdtw,KNeighborsClassifier,0.96667
Meat,itakura,KNeighborsClassifier,0.96667
Meat,sakoe_chiba,KNeighborsClassifier,0.96667
Lightning2,dtw,LinearSVC,0.80233
Lightning2,fdtw,LinearSVC,0.678
Lightning2,itakura,LinearSVC,0.76067
Lightning2,sakoe_chiba,LinearSVC,0.76933
Lightning2,dtw,KNeighborsClassifier,0.909
Lightning2,fdtw,KNeighborsClassifier,0.843
Lightning2,itakura,KNeighborsClassifier,0.909
Lightning2,sakoe_chiba,KNeighborsClassifier,0.876
Herring,dtw,LinearSVC,0.65569
Herring,fdtw,LinearSVC,0.60123
Herring,itakura,LinearSVC,0.66338
Herring,sakoe_chiba,LinearSVC,0.67938
Herring,dtw,KNeighborsClassifier,0.58615
Herring,fdtw,KNeighborsClassifier,0.53046
Herring,itakura,KNeighborsClassifier,0.57046
Herring,sakoe_chiba,KNeighborsClassifier,0.58615
Lightning7,dtw,LinearSVC,0.817
Lightning7,fdtw,LinearSVC,0.77488
Lightning7,itakura,LinearSVC,0.84532
Lightning7,sakoe_chiba,LinearSVC,0.82414
Lightning7,dtw,KNeighborsClassifier,0.71995
Lightning7,fdtw,KNeighborsClassifier,0.74064
Lightning7,itakura,KNeighborsClassifier,0.71995
Lightning7,sakoe_chiba,KNeighborsClassifier,0.77586
ToeSegmentation2,dtw,LinearSVC,0.88538
ToeSegmentation2,fdtw,LinearSVC,0.87326
ToeSegmentation2,itakura,LinearSVC,0.89162
ToeSegmentation2,sakoe_chiba,LinearSVC,0.84973
ToeSegmentation2,dtw,KNeighborsClassifier,0.81283
ToeSegmentation2,fdtw,KNeighborsClassifier,0.8852
ToeSegmentation2,itakura,KNeighborsClassifier,0.83102
ToeSegmentation2,sakoe_chiba,KNeighborsClassifier,0.8795
UMD,dtw,LinearSVC,0.99444
UMD,fdtw,LinearSVC,0.95556
UMD,itakura,LinearSVC,0.99444
UMD,sakoe_chiba,LinearSVC,0.96111
UMD,dtw,KNeighborsClassifier,0.95556
UMD,fdtw,KNeighborsClassifier,0.96667
UMD,itakura,KNeighborsClassifier,0.95556
UMD,sakoe_chiba,KNeighborsClassifier,0.98889
BME,dtw,LinearSVC,0.98889
BME,fdtw,LinearSVC,0.99444
BME,itakura,LinearSVC,0.99444
BME,sakoe_chiba,LinearSVC,0.96667
BME,dtw,KNeighborsClassifier,0.91111
BME,fdtw,KNeighborsClassifier,0.99444
BME,itakura,KNeighborsClassifier,0.91111
BME,sakoe_chiba,KNeighborsClassifier,0.99444
Trace,dtw,LinearSVC,1
Trace,fdtw,LinearSVC,1
Trace,itakura,LinearSVC,1
Trace,sakoe_chiba,LinearSVC,0.965
Trace,dtw,KNeighborsClassifier,1
Trace,fdtw,KNeighborsClassifier,0.995
Trace,itakura,KNeighborsClassifier,1
Trace,sakoe_chiba,KNeighborsClassifier,1
ShapeletSim,dtw,LinearSVC,0.885
ShapeletSim,fdtw,LinearSVC,0.685
ShapeletSim,itakura,LinearSVC,0.9
ShapeletSim,sakoe_chiba,LinearSVC,0.865
ShapeletSim,dtw,KNeighborsClassifier,0.76
ShapeletSim,fdtw,KNeighborsClassifier,0.785
ShapeletSim,itakura,KNeighborsClassifier,0.7
ShapeletSim,sakoe_chiba,KNeighborsClassifier,0.75
ECG200,dtw,LinearSVC,0.865
ECG200,fdtw,LinearSVC,0.86
ECG200,itakura,LinearSVC,0.88
ECG200,sakoe_chiba,LinearSVC,0.865
ECG200,dtw,KNeighborsClassifier,0.85
ECG200,fdtw,KNeighborsClassifier,0.835
ECG200,itakura,KNeighborsClassifier,0.84
ECG200,sakoe_chiba,KNeighborsClassifier,0.85
GunPoint,dtw,LinearSVC,0.915
GunPoint,fdtw,LinearSVC,0.965
GunPoint,itakura,LinearSVC,0.935
GunPoint,sakoe_chiba,LinearSVC,0.975
GunPoint,dtw,KNeighborsClassifier,0.92
GunPoint,fdtw,KNeighborsClassifier,0.97
GunPoint,itakura,KNeighborsClassifier,0.92
GunPoint,sakoe_chiba,KNeighborsClassifier,0.96
Fungi,dtw,LinearSVC,0.96098
Fungi,fdtw,LinearSVC,0.92683
Fungi,itakura,LinearSVC,0.8678
Fungi,sakoe_chiba,LinearSVC,0.59854
Fungi,dtw,KNeighborsClassifier,0.97537
Fungi,fdtw,KNeighborsClassifier,0.99512
Fungi,itakura,KNeighborsClassifier,0.97537
Fungi,sakoe_chiba,KNeighborsClassifier,0.99024
Plane,dtw,LinearSVC,0.99524
Plane,fdtw,LinearSVC,0.99048
Plane,itakura,LinearSVC,0.9381
Plane,sakoe_chiba,LinearSVC,0.99524
Plane,dtw,KNeighborsClassifier,1
Plane,fdtw,KNeighborsClassifier,1
Plane,itakura,KNeighborsClassifier,1
Plane,sakoe_chiba,KNeighborsClassifier,1
ArrowHead,dtw,LinearSVC,0.77708
ArrowHead,fdtw,LinearSVC,0.74884
ArrowHead,itakura,LinearSVC,0.72968
ArrowHead,sakoe_chiba,LinearSVC,0.8247
ArrowHead,dtw,KNeighborsClassifier,0.75305
ArrowHead,fdtw,KNeighborsClassifier,0.77685
ArrowHead,itakura,KNeighborsClassifier,0.75781
ArrowHead,sakoe_chiba,KNeighborsClassifier,0.77209
Ham,dtw,LinearSVC,0.74729
Ham,fdtw,LinearSVC,0.74762
Ham,itakura,LinearSVC,0.74729
Ham,sakoe_chiba,LinearSVC,0.82713
Ham,dtw,KNeighborsClassifier,0.68682
Ham,fdtw,KNeighborsClassifier,0.74784
Ham,itakura,KNeighborsClassifier,0.68693
Ham,sakoe_chiba,KNeighborsClassifier,0.70089
ToeSegmentation1,dtw,LinearSVC,0.86925
ToeSegmentation1,fdtw,LinearSVC,0.92537
ToeSegmentation1,itakura,LinearSVC,0.87317
ToeSegmentation1,sakoe_chiba,LinearSVC,0.88812
ToeSegmentation1,dtw,KNeighborsClassifier,0.83201
ToeSegmentation1,fdtw,KNeighborsClassifier,0.86191
ToeSegmentation1,itakura,KNeighborsClassifier,0.82467
ToeSegmentation1,sakoe_chiba,KNeighborsClassifier,0.83976
SmoothSubspace,dtw,LinearSVC,1
SmoothSubspace,fdtw,LinearSVC,1
SmoothSubspace,itakura,LinearSVC,0.98667
SmoothSubspace,sakoe_chiba,LinearSVC,0.98333
SmoothSubspace,dtw,KNeighborsClassifier,0.85
SmoothSubspace,fdtw,KNeighborsClassifier,0.93
SmoothSubspace,itakura,KNeighborsClassifier,0.94
SmoothSubspace,sakoe_chiba,KNeighborsClassifier,0.94
PowerCons,dtw,LinearSVC,0.96667
PowerCons,fdtw,LinearSVC,0.97222
PowerCons,itakura,LinearSVC,0.98333
PowerCons,sakoe_chiba,LinearSVC,1
PowerCons,dtw,KNeighborsClassifier,0.93333
PowerCons,fdtw,KNeighborsClassifier,0.94444
PowerCons,itakura,KNeighborsClassifier,0.93056
PowerCons,sakoe_chiba,KNeighborsClassifier,0.96111
Chinatown,dtw,LinearSVC,0.97245
Chinatown,fdtw,LinearSVC,0.96963
Chinatown,itakura,LinearSVC,0.98071
Chinatown,sakoe_chiba,LinearSVC,0.96134
Chinatown,dtw,KNeighborsClassifier,0.97245
Chinatown,fdtw,KNeighborsClassifier,0.95868
Chinatown,itakura,KNeighborsClassifier,0.96697
Chinatown,sakoe_chiba,KNeighborsClassifier,0.97245
GunPointMaleVersusFemale,dtw,LinearSVC,0.916
GunPointMaleVersusFemale,fdtw,LinearSVC,0.98674
GunPointMaleVersusFemale,itakura,LinearSVC,0.92227
GunPointMaleVersusFemale,sakoe_chiba,LinearSVC,1
GunPointMaleVersusFemale,dtw,KNeighborsClassifier,0.98669
GunPointMaleVersusFemale,fdtw,KNeighborsClassifier,0.98669
GunPointMaleVersusFemale,itakura,KNeighborsClassifier,0.98447
GunPointMaleVersusFemale,sakoe_chiba,KNeighborsClassifier,1
GunPointAgeSpan,dtw,LinearSVC,0.97123
GunPointAgeSpan,fdtw,LinearSVC,0.96007
GunPointAgeSpan,itakura,LinearSVC,0.96457
GunPointAgeSpan,sakoe_chiba,LinearSVC,0.95133
GunPointAgeSpan,dtw,KNeighborsClassifier,0.99556
GunPointAgeSpan,fdtw,KNeighborsClassifier,0.99778
GunPointAgeSpan,itakura,KNeighborsClassifier,0.99333
GunPointAgeSpan,sakoe_chiba,KNeighborsClassifier,0.99778
GunPointOldVersusYoung,dtw,LinearSVC,1
GunPointOldVersusYoung,fdtw,LinearSVC,1
GunPointOldVersusYoung,itakura,LinearSVC,1
GunPointOldVersusYoung,sakoe_chiba,LinearSVC,1
GunPointOldVersusYoung,dtw,KNeighborsClassifier,1
GunPointOldVersusYoung,fdtw,KNeighborsClassifier,1
GunPointOldVersusYoung,itakura,KNeighborsClassifier,1
GunPointOldVersusYoung,sakoe_chiba,KNeighborsClassifier,1
DistalPhalanxOutlineAgeGroup,dtw,LinearSVC,0.80526
DistalPhalanxOutlineAgeGroup,fdtw,LinearSVC,0.79413
DistalPhalanxOutlineAgeGroup,itakura,LinearSVC,0.79792
DistalPhalanxOutlineAgeGroup,sakoe_chiba,LinearSVC,0.8127
DistalPhalanxOutlineAgeGroup,dtw,KNeighborsClassifier,0.78114
DistalPhalanxOutlineAgeGroup,fdtw,KNeighborsClassifier,0.78119
DistalPhalanxOutlineAgeGroup,itakura,KNeighborsClassifier,0.77188
DistalPhalanxOutlineAgeGroup,sakoe_chiba,KNeighborsClassifier,0.78114
DistalPhalanxTW,dtw,LinearSVC,0.72715
DistalPhalanxTW,fdtw,LinearSVC,0.6882
DistalPhalanxTW,itakura,LinearSVC,0.73458
DistalPhalanxTW,sakoe_chiba,LinearSVC,0.71975
DistalPhalanxTW,dtw,KNeighborsClassifier,0.69931
DistalPhalanxTW,fdtw,KNeighborsClassifier,0.69746
DistalPhalanxTW,itakura,KNeighborsClassifier,0.69377
DistalPhalanxTW,sakoe_chiba,KNeighborsClassifier,0.69931
MiddlePhalanxTW,dtw,LinearSVC,0.52627
MiddlePhalanxTW,fdtw,LinearSVC,0.53536
MiddlePhalanxTW,itakura,LinearSVC,0.54079
MiddlePhalanxTW,sakoe_chiba,LinearSVC,0.48485
MiddlePhalanxTW,dtw,KNeighborsClassifier,0.58408
MiddlePhalanxTW,fdtw,KNeighborsClassifier,0.58046
MiddlePhalanxTW,itakura,KNeighborsClassifier,0.58948
MiddlePhalanxTW,sakoe_chiba,KNeighborsClassifier,0.58408
MiddlePhalanxOutlineAgeGroup,dtw,LinearSVC,0.71653
MiddlePhalanxOutlineAgeGroup,fdtw,LinearSVC,0.72195
MiddlePhalanxOutlineAgeGroup,itakura,LinearSVC,0.72925
MiddlePhalanxOutlineAgeGroup,sakoe_chiba,LinearSVC,0.7456
MiddlePhalanxOutlineAgeGroup,dtw,KNeighborsClassifier,0.6734
MiddlePhalanxOutlineAgeGroup,fdtw,KNeighborsClassifier,0.68069
MiddlePhalanxOutlineAgeGroup,itakura,KNeighborsClassifier,0.677
MiddlePhalanxOutlineAgeGroup,sakoe_chiba,KNeighborsClassifier,0.6734
SyntheticControl,dtw,LinearSVC,0.99333
SyntheticControl,fdtw,LinearSVC,0.99
SyntheticControl,itakura,LinearSVC,0.99167
SyntheticControl,sakoe_chiba,LinearSVC,0.98833
SyntheticControl,dtw,KNeighborsClassifier,0.99
SyntheticControl,fdtw,KNeighborsClassifier,0.97667
SyntheticControl,itakura,KNeighborsClassifier,0.98333
SyntheticControl,sakoe_chiba,KNeighborsClassifier,0.99333
ProximalPhalanxOutlineAgeGroup,dtw,LinearSVC,0.82645
ProximalPhalanxOutlineAgeGroup,fdtw,LinearSVC,0.8
ProximalPhalanxOutlineAgeGroup,itakura,LinearSVC,0.82975
ProximalPhalanxOutlineAgeGroup,sakoe_chiba,LinearSVC,0.82645
ProximalPhalanxOutlineAgeGroup,dtw,KNeighborsClassifier,0.7405
ProximalPhalanxOutlineAgeGroup,fdtw,KNeighborsClassifier,0.73719
ProximalPhalanxOutlineAgeGroup,itakura,KNeighborsClassifier,0.74876
ProximalPhalanxOutlineAgeGroup,sakoe_chiba,KNeighborsClassifier,0.7405
ProximalPhalanxTW,dtw,LinearSVC,0.7719
ProximalPhalanxTW,fdtw,LinearSVC,0.78512
ProximalPhalanxTW,itakura,LinearSVC,0.79339
ProximalPhalanxTW,sakoe_chiba,LinearSVC,0.7719
ProximalPhalanxTW,dtw,KNeighborsClassifier,0.7438
ProximalPhalanxTW,fdtw,KNeighborsClassifier,0.73884
ProximalPhalanxTW,itakura,KNeighborsClassifier,0.74711
ProximalPhalanxTW,sakoe_chiba,KNeighborsClassifier,0.7438
SonyAIBORobotSurface1,dtw,LinearSVC,0.98065
SonyAIBORobotSurface1,fdtw,LinearSVC,0.98548
SonyAIBORobotSurface1,itakura,LinearSVC,0.98548
SonyAIBORobotSurface1,sakoe_chiba,LinearSVC,0.98871
SonyAIBORobotSurface1,dtw,KNeighborsClassifier,0.97099
SonyAIBORobotSurface1,fdtw,KNeighborsClassifier,0.98228
SonyAIBORobotSurface1,itakura,KNeighborsClassifier,0.98068
SonyAIBORobotSurface1,sakoe_chiba,KNeighborsClassifier,0.97421
DistalPhalanxOutlineCorrect,dtw,LinearSVC,0.77979
DistalPhalanxOutlineCorrect,fdtw,LinearSVC,0.72023
DistalPhalanxOutlineCorrect,itakura,LinearSVC,0.82081
DistalPhalanxOutlineCorrect,sakoe_chiba,LinearSVC,0.78441
DistalPhalanxOutlineCorrect,dtw,KNeighborsClassifier,0.78194
DistalPhalanxOutlineCorrect,fdtw,KNeighborsClassifier,0.76827
DistalPhalanxOutlineCorrect,itakura,KNeighborsClassifier,0.78537
DistalPhalanxOutlineCorrect,sakoe_chiba,KNeighborsClassifier,0.78194
ProximalPhalanxOutlineCorrect,dtw,LinearSVC,0.80917
ProximalPhalanxOutlineCorrect,fdtw,LinearSVC,0.83614
ProximalPhalanxOutlineCorrect,itakura,LinearSVC,0.83725
ProximalPhalanxOutlineCorrect,sakoe_chiba,LinearSVC,0.82952
ProximalPhalanxOutlineCorrect,dtw,KNeighborsClassifier,0.807
ProximalPhalanxOutlineCorrect,fdtw,KNeighborsClassifier,0.79467
ProximalPhalanxOutlineCorrect,itakura,KNeighborsClassifier,0.81036
ProximalPhalanxOutlineCorrect,sakoe_chiba,KNeighborsClassifier,0.807
MiddlePhalanxOutlineCorrect,dtw,LinearSVC,0.76448
MiddlePhalanxOutlineCorrect,fdtw,LinearSVC,0.73514
MiddlePhalanxOutlineCorrect,itakura,LinearSVC,0.79237
MiddlePhalanxOutlineCorrect,sakoe_chiba,LinearSVC,0.82046
MiddlePhalanxOutlineCorrect,dtw,KNeighborsClassifier,0.72393
MiddlePhalanxOutlineCorrect,fdtw,KNeighborsClassifier,0.73964
MiddlePhalanxOutlineCorrect,itakura,KNeighborsClassifier,0.72731
MiddlePhalanxOutlineCorrect,sakoe_chiba,KNeighborsClassifier,0.72393
SonyAIBORobotSurface2,dtw,LinearSVC,0.96837
SonyAIBORobotSurface2,fdtw,LinearSVC,0.95714
SonyAIBORobotSurface2,itakura,LinearSVC,0.97653
SonyAIBORobotSurface2,sakoe_chiba,LinearSVC,0.97449
SonyAIBORobotSurface2,dtw,KNeighborsClassifier,0.96633
SonyAIBORobotSurface2,fdtw,KNeighborsClassifier,0.98061
SonyAIBORobotSurface2,itakura,KNeighborsClassifier,0.97551
SonyAIBORobotSurface2,sakoe_chiba,KNeighborsClassifier,0.97245
ItalyPowerDemand,dtw,LinearSVC,0.95714
ItalyPowerDemand,fdtw,LinearSVC,0.95713
ItalyPowerDemand,itakura,LinearSVC,0.96809
ItalyPowerDemand,sakoe_chiba,LinearSVC,0.95163
ItalyPowerDemand,dtw,KNeighborsClassifier,0.9544
ItalyPowerDemand,fdtw,KNeighborsClassifier,0.95076
ItalyPowerDemand,itakura,KNeighborsClassifier,0.96444
ItalyPowerDemand,sakoe_chiba,KNeighborsClassifier,0.95531
TwoLeadECG,dtw,LinearSVC,0.99914
TwoLeadECG,fdtw,LinearSVC,0.99828
TwoLeadECG,itakura,LinearSVC,0.99914
TwoLeadECG,sakoe_chiba,LinearSVC,0.99914
TwoLeadECG,dtw,KNeighborsClassifier,0.99914
TwoLeadECG,fdtw,KNeighborsClassifier,0.99914
TwoLeadECG,itakura,KNeighborsClassifier,0.99914
TwoLeadECG,sakoe_chiba,KNeighborsClassifier,0.99914
